Date,Delhi,Jaipur,Lucknow,Kanpur,Bhopal,Ahmedabad,Kolkata,Surat,Nagpur,Mumbai,Pune,Visakhapatnam,Hyderabad,Chennai,Bengaluru
2022-05-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3248508,0.0
2022-05-26,0.37078956,0.0,0.0,0.0,0.0,0.0,15.233554,0.0,0.0,0.0,0.0,0.0,0.0,0.17786933,11.99772
2022-05-27,1.3548551,4.8864913,0.16293088,7.3921094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.548677,0.0,0.0,0.20962343
2022-05-28,1.1830341,0.0,8.792302,6.097569,0.0,0.0,15.453621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-29,0.0,0.0,0.0,0.0,0.0,0.0,4.5778794,0.0,5.7941546,0.0,0.0,0.0,0.0,0.0,0.0
2022-05-30,5.782785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.467895
2022-05-31,0.0,0.0,0.0,0.0,0.0,0.0,23.601675,0.0,0.0,0.0673889,3.9611459,0.0,5.261241,0.0,5.1601415
2022-06-01,0.0,0.0,0.0,0.0,0.0,0.0,11.647089,0.0,0.0,0.0,0.0,3.9914033,0.0,0.0,0.0
2022-06-02,0.0,0.0,0.0,0.0,0.0,0.0,6.2228765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-06-03,0.0,0.0,0.0,0.0,0.0,0.0,0.8560712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.331923
2022-06-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8678336
2022-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.684743,8.426245,0.0,14.564149,0.0,25.402105
2022-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.05908,11.551312,0.0,15.7224655
2022-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.017598,0.0
2022-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.155992,0.0,0.0,0.0,0.0
2022-06-09,0.0,0.0,0.0,0.0,0.0,0.0,12.810505,0.3718101,0.0,26.218254,0.74466634,0.83492047,2.0176923,0.0,0.0
2022-06-10,0.0,0.0,0.0,0.0,0.0,0.0,1.3356693,3.6106904,0.0,41.530094,9.49653,8.979147,0.0,0.0,0.0
2022-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.911308,1.2307396,66.77476,16.883568,5.4595013,0.1191084,11.901858,0.0
2022-06-12,0.0,0.0,0.0,0.0,0.0,3.1834676,0.0,5.8543553,0.20041539,0.0,0.0,0.25265193,0.0,0.0,3.5199072
2022-06-13,0.0,0.0,0.0,0.0,1.8341745,14.468183,0.0,2.0973873,0.0,0.0,0.0,0.0,9.863555,0.0,0.0
2022-06-14,0.0,0.0,0.0,0.0,0.0,0.0,6.9424434,0.0,8.898735,0.0,0.0,0.0,0.0,0.0,15.365164
2022-06-15,0.0,0.0,0.0,0.0,0.0,0.27080858,1.2599492,0.0,15.258339,0.0,0.0,0.9420692,15.728127,0.0,9.179298
2022-06-16,1.282015,0.2017883,0.9167605,0.8895422,13.913443,0.499189,2.2004461,4.147757,11.273587,8.804424,1.2237054,0.5851578,3.3619497,7.291361,20.102982
2022-06-17,0.8664232,0.63842684,0.3950748,0.4370902,11.5496,0.11977354,1.8339576,3.2310457,23.476202,7.697002,0.38463253,1.8565825,1.9050705,5.7003856,7.098567
