Alipurduar,Bankura,Birbhum,Dakshin Dinajpur,Darjiling,Hugli,Jalpaiguri,Jhargram,Koch Bihar,Maldah,Murshidabad,Nadia,North 24 Parganas,Paschim Barddhaman,Pashchim Medinipur,Purba Barddhaman,Purba Medinipur,Puruliya,South 24 Parganas,Uttar Dinajpur,Kalimpong,Haora,Kolkata
2.2203611999999997,0.02911341888888889,0.0,0.0,0.22921405,0.0,1.421931925,0.33582306,0.0,0.0,0.0,0.0,0.04378526625,0.0,0.09811704444444444,0.8900615966666666,1.13997492,0.0,0.40585875,0.0,0.0,0.0,0.0
0.0,0.12032856555555556,0.0,0.0,0.0,0.19044268333333333,0.0,0.0,0.0,0.21067338000000002,0.0,1.27486494,0.04728224125,0.0,0.0,0.6710468316666667,0.0,0.8895085288888889,0.0,0.0,0.0,0.0,0.0
0.0,1.5723095777777778,0.18086960857142856,0.0,0.109442815,0.0,0.0,0.7660751400000001,0.0,0.0,0.0,0.0,0.0,1.15764395,0.10028304,0.16097834,0.0,0.4301089611111111,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2362992333333334,0.0,0.0,0.0
0.0,0.7854918666666667,0.0,0.0,0.0,0.0,0.0,0.08137338,0.0,0.0,0.0,0.0,1.23083419125,0.0,0.0,0.0,0.390125066,0.18009984444444446,2.4263596,0.0,0.0,0.0,0.0
0.0,0.1822508877777778,0.0,0.0,3.3801785,0.0,3.02020085,3.241574188,0.0,0.0,0.0,0.0,1.32756345875,0.0,2.1841464055555555,0.0,3.51106814,0.13191810333333331,1.1575949,0.0,5.2180843,0.0,0.0
0.0,0.044483386666666666,1.8203342714285713,0.0,0.45524475,0.0,0.0,0.0,0.0,0.0,0.4827504085714286,0.0,0.0,0.99823752,0.0,0.14351621833333333,0.0,0.6157483155555555,0.0,0.0,0.0,0.0,0.0
0.9358938666666666,0.0,0.0,0.0,0.51853545,0.0,0.9608669000000001,0.0,0.37485876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03945781111111111,0.07881863833333333,1.3841358999999998,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.01483225,0.0,1.94594745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.298257,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06808862166666667,0.0,0.0,0.0
0.0,0.4666764222222223,0.0,0.0,0.0,0.5612947116666667,0.0,0.6896747999999999,0.056389928,0.0,0.0,0.0,0.0,0.0,1.884730911111111,0.07139956,0.0,0.3138515666666667,0.0,0.0,0.0,0.30874783,0.0
0.0,0.32153269888888886,2.7267072142857143,2.5070721999999996,0.0,0.22059205,0.0,3.09072016,0.0,2.23148598,1.5804209,1.9907032480000002,0.06209342375,3.24095025,1.454463168888889,3.0510657,0.8092244020000001,0.0,0.42340281,1.58179055,0.0,0.5534216,0.0
0.6773411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.259620916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.15708945333333332,0.7153278444444444,0.0,0.0,1.4278978,0.2995243,1.0909652,0.507769896,0.531204376,0.0,0.0,0.024981178,0.0,0.0,0.3530521066666667,0.5265290166666666,0.0,0.6937072522222222,0.0,0.2837342033333334,0.0,0.0,0.0
0.0,0.0,0.8756066285714287,0.0,0.0,0.0,0.0,0.073410994,0.0,0.0,0.23844799857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8837474233333333,0.05417082222222222,0.0,0.0,0.74865719,0.0,0.5907879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41275872500000005,0.0,0.04333965555555555,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.27084648666666666,0.0,0.0,0.0,0.0,0.0,0.363566575,0.0,0.82384038,0.020637752000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.90464286,0.0,0.0,0.0,0.0,0.082816115,0.0,3.5869637333333335,0.0,1.28158607,1.9090634333333334,0.47952750666666666,0.0,0.0,0.0,0.0
0.0,0.7636657777777778,0.0,0.0,0.0,0.9430747133333334,0.0,0.07495287,0.0,0.0,0.45739253714285716,0.5749168100000001,1.2662448495,0.0,0.6166192555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8193123714285715,0.81864234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.1284711111111112,0.0,0.0,0.0,0.107792825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021771785555555555,0.10385494499999999,0.0,0.7818336499999999,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.07826239,2.8084871000000002,0.0,0.241090552,0.0,0.0,0.0,2.148837008,0.64839935375,0.0,0.3231487111111111,1.77428086,0.4440926,0.0,0.4934260466666667,0.0,0.0,3.3170156,3.0353677
5.788923666666666,1.4512611222222223,7.0212943,4.47468055,4.288502,0.0,5.770491075,0.033968308,7.10752246,1.42430758,4.579071557142858,0.95774966,0.0,6.40443065,0.0,2.9151265166666662,0.0,3.082122422222222,0.0,3.5567631333333334,1.3498242,0.0,0.0
0.0,0.0,0.0,0.0,0.0743509,0.0,0.23818882500000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.972696566666665,0.0,0.134576,0.0,6.52245355,0.0,6.252204669999999,0.0,29.5759524,0.0,0.595074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5125771333333333,0.5375161,0.0,0.0
0.0,0.0,0.03268878571428572,0.0,22.8969585,0.0,16.962015075,0.0,1.8967769,1.687698288,1.6400115714285715,0.74199976,0.13511136,0.0,0.0,0.0,0.0,0.0,0.0,7.578435773333333,1.8176576,0.0,0.0
